filename,class,xmin,ymin,xmax,ymax
342.tif,1,152.15,140.2,232.15,220.2
343.tif,2,213.61,192,256,256
344.tif,2,50.86,113.62,130.86,193.62
345.tif,4,112.1,0,192.1,79.06
346.tif,4,0,0,51.1,64.76
347.tif,4,151,0,231,76.54
347.tif,4,87.43,4.93,167.43,84.93
348.tif,3,148.46,60.39,228.46,140.39
348.tif,3,27.99,0,107.99,67.7
349.tif,3,0,0,55.61,75.84
350.tif,1,5.2,0,85.2,46.75
351.tif,3,182.08,14.06,256,94.06
352.tif,3,0,0,63.19,43.98
352.tif,3,29.97,21.71,109.97,101.71
353.tif,4,159.24,0,239.24,53.07
353.tif,2,149.4,47.34,229.41,127.34
353.tif,2,168.57,140.52,248.57,220.52
354.tif,4,158.35,126.35,238.35,206.35
354.tif,4,105.12,8.55,185.12,88.55
354.tif,4,147.33,62.48,227.33,142.48
355.tif,4,0,108.64,69.43,188.64
355.tif,4,129.79,14.8,209.79,94.8
356.tif,2,120.03,111.4,200.03,191.4
356.tif,2,178.37,141.25,256,221.25
356.tif,2,167.89,0,247.9,75.18
356.tif,2,43.46,109.32,123.46,189.32
356.tif,2,106.35,0,186.35,66.01
356.tif,2,37.77,7.63,117.77,87.63
357.tif,2,0,5.12,71.01,85.12
357.tif,2,0,0,40.41,51.32
357.tif,2,115.9,47.56,195.91,127.57
357.tif,2,65.15,0,145.15,58.17
357.tif,2,158.68,0,238.69,60.39
357.tif,2,97.38,0,177.38,45.19
358.tif,4,82.43,7.34,162.43,87.34
358.tif,4,94.08,0,174.08,42.62
359.tif,4,125.92,103.94,205.92,183.94
359.tif,4,94.02,150.34,174.02,230.34
359.tif,4,108.72,81.34,188.72,161.34
359.tif,4,74.42,141.54,154.42,221.54
359.tif,4,181.28,152.42,256,232.42
359.tif,4,35.08,114.95,115.08,194.95
360.tif,1,136.11,50.97,216.11,130.97
360.tif,1,148.54,0,228.54,71.72
361.tif,1,169.01,85.8,249.01,165.8
361.tif,1,0,21.58,41.86,101.58
362.tif,2,176.28,0,256,49.92
363.tif,4,37.23,0,117.23,63.79
363.tif,1,170.6,0,250.6,52.04
364.tif,2,94.6,0,174.6,75.44
364.tif,2,21.17,22.08,101.17,102.08
364.tif,2,123.73,82.44,203.73,162.44
364.tif,1,0,0,65.06,72
365.tif,1,0,33.08,44.52,113.08
366.tif,2,213.47,0,256,50.89
367.tif,1,140.2,0,220.2,41.2
368.tif,1,211.78,0,256,40.71
368.tif,1,181.42,6.71,256,86.71
369.tif,1,49.4,0,129.4,56.37
369.tif,1,16.3,0,96.3,47.07
369.tif,1,3.3,0,83.3,54.57
369.tif,1,74.4,4.47,154.4,84.47
369.tif,1,47.2,9.67,127.2,89.67
369.tif,1,27.4,4.37,107.4,84.37
369.tif,1,86.7,54.27,166.7,134.27
369.tif,1,38.6,50.07,118.6,130.07
370.tif,1,32.04,20.77,112.04,100.77
371.tif,4,191.15,182.63,256,256
372.tif,3,34.52,91.13,114.52,171.13
372.tif,2,129.96,111.34,209.96,191.34
373.tif,3,1.4,74.28,81.4,154.28
374.tif,4,210.8,0,256,67.83
374.tif,3,53.04,0,133.04,77.37
375.tif,4,14.3,34.43,94.3,114.43
375.tif,3,0,102.36,54.44,182.36
376.tif,3,94.53,207.21,174.53,256
377.tif,3,0,181.53,54.99,256
378.tif,4,120.38,121.84,200.38,201.84
378.tif,4,2.83,57.59,82.83,137.59
379.tif,3,0,110.88,75.86,190.88
380.tif,3,94.48,173.64,174.48,253.64
380.tif,3,0,118.85,61.42,198.85
380.tif,1,0,189.08,75.87,256
381.tif,1,122.04,88.26,202.04,168.26
381.tif,1,102.99,106.78,182.99,186.78
381.tif,1,72.3,29.52,152.3,109.52
381.tif,1,10.92,2.54,90.92,82.54
382.tif,3,182.14,200.62,256,256
382.tif,3,120.95,177.6,200.95,256
383.tif,3,207.97,20.97,256,100.97
384.tif,3,0,0,78.01,63.92
385.tif,4,211.91,0,256,71.56
385.tif,1,26.17,13.79,106.17,93.79
386.tif,4,82.38,0,162.38,66.8
387.tif,4,61.11,14.76,141.11,94.76
387.tif,3,36.21,0,116.21,58.9
387.tif,1,0,0,73.87,58.9
388.tif,4,135.82,0,215.82,61.39
389.tif,4,160.26,42.34,240.26,122.34
389.tif,4,78.77,31.23,158.77,111.23
389.tif,4,36.96,0,116.96,41.38
389.tif,1,212.65,62.45,256,142.45
390.tif,1,81.53,91.55,161.53,171.55
391.tif,4,159.97,148.7,239.97,228.7
392.tif,2,59.54,141.82,139.54,221.82
393.tif,4,204.65,178.34,256,256
394.tif,4,50.21,166.38,130.2,246.38
395.tif,4,5.86,161.33,85.86,241.33
395.tif,4,77.72,125.96,157.72,205.96
396.tif,4,48.54,0,128.55,52.61
397.tif,4,46.02,72.09,126.02,152.09
397.tif,4,0,0,43.47,62.66
398.tif,4,140.59,23.22,220.59,103.22
399.tif,3,0,160.58,50.94,240.58
400.tif,4,50.78,156.88,130.78,236.88
400.tif,4,0,121.42,49.29,201.42
401.tif,4,209.77,116.25,256,196.25
402.tif,4,149.56,78.15,229.56,158.15
403.tif,3,199.42,0,256,52.84
404.tif,4,74.65,0,154.65,48.31
404.tif,4,149.79,94.55,229.79,174.55
405.tif,4,86,57.51,166,137.51
405.tif,4,19.85,30.52,99.85,110.52
405.tif,3,16.68,98.79,96.68,178.78
406.tif,4,156.36,104.59,236.36,184.59
407.tif,4,17.96,70.72,97.96,150.72
408.tif,1,105.73,197.68,185.73,256
408.tif,1,54.4,197.15,134.4,256
409.tif,4,150.37,115.09,230.37,195.09
409.tif,1,17.55,183.35,97.55,256
410.tif,3,169.01,101.86,249.01,181.86
410.tif,3,86.51,0,166.51,70.82
411.tif,4,22.54,37.83,102.54,117.83
412.tif,4,0,100.27,45.51,180.27
412.tif,4,0.44,196.05,80.44,256
412.tif,4,165.99,69.09,245.99,149.09
412.tif,3,0,23.54,75.14,103.54
412.tif,2,50.71,119.85,130.71,199.85
412.tif,2,51.76,185.47,131.77,256
413.tif,1,0,141.01,67.85,221.02
413.tif,1,153.41,102.42,233.41,182.42
414.tif,4,159.7,0,239.7,69.31
414.tif,3,149.08,215.67,229.08,256
415.tif,1,172.78,110.48,252.78,190.48
416.tif,4,70.36,164.46,150.36,244.46
416.tif,1,138.62,215.79,218.62,256
417.tif,1,205.41,209.97,256,256
418.tif,2,102.87,183.51,182.87,256
418.tif,2,13.44,155.99,93.44,235.99
419.tif,2,214.11,105.72,256,185.72
420.tif,4,129.03,102.02,209.03,182.02
420.tif,2,38.55,126.36,118.55,206.36
421.tif,1,190,197.79,256,256
422.tif,1,116.04,178.22,196.04,256
423.tif,2,202,77.67,256,157.67
424.tif,4,170.25,143.59,250.25,223.6
425.tif,4,61.33,181.32,141.33,256
425.tif,2,132.56,171.08,212.56,251.08
425.tif,2,172.11,131.19,252.11,211.19
425.tif,2,166.83,166.54,246.83,246.54
426.tif,4,0,94.79,44.84,174.79
426.tif,4,0,137.83,42.23,217.83
427.tif,4,137.6,170.38,217.6,250.38
427.tif,3,4.12,117.88,84.12,197.89
428.tif,3,14.46,142.75,94.46,222.75
429.tif,4,101.46,19.05,181.46,99.05
430.tif,4,25.91,96.31,105.91,176.31
431.tif,4,23.85,122.24,103.85,202.24
431.tif,2,208,0,256,66.77
432.tif,2,66.12,2.65,146.12,82.65
433.tif,2,155.79,84.14,235.79,164.14
433.tif,1,0,65.09,77.57,145.09
433.tif,1,175.37,0,255.37,56.19
434.tif,2,0,0,53.46,42.96
434.tif,2,0,106.37,70.39,186.37
434.tif,2,0,88.9,43.41,168.9
434.tif,1,134.85,0,214.85,45.61
434.tif,1,57.6,42.34,137.6,122.34
435.tif,4,209.58,0,256,66.77
435.tif,1,78.35,19.58,158.35,99.58
436.tif,4,133.8,80.27,213.8,160.28
436.tif,4,168.7,84.28,248.7,164.28
436.tif,4,57.59,45.27,137.6,125.27
436.tif,4,175.7,45.38,255.7,125.38
436.tif,4,2.19,170.07,82.2,250.07
436.tif,4,97.34,114.47,177.34,194.48
437.tif,4,6.77,201.78,86.77,256
437.tif,4,0,104.61,46.45,184.61
438.tif,1,183.04,194.3,256,256
438.tif,1,168.84,170.8,248.84,250.8
438.tif,1,191.14,150.9,256,230.9
439.tif,1,179.04,57.96,256,137.96
440.tif,1,48.87,184.78,128.87,256
440.tif,1,4.97,196.66,84.97,256
441.tif,1,82.85,191.04,162.85,256
441.tif,1,117.04,177.73,197.04,256
441.tif,1,186.14,163.06,256,243.06
441.tif,1,163.63,181.8,243.63,256
442.tif,2,119.39,187.48,199.39,256
442.tif,2,118.63,113.61,198.62,193.61
442.tif,2,12.68,139.54,92.68,219.54
443.tif,2,0,207.93,40.43,256
444.tif,2,40.47,0,120.47,68.9
445.tif,4,0,0,41.89,62.63
445.tif,2,53.69,0,133.69,48.7
446.tif,3,67.73,44.99,147.73,124.99
446.tif,3,101.53,95.19,181.53,175.19
447.tif,4,0,0,75.67,66.52
447.tif,4,101.34,38.33,181.34,118.33
447.tif,4,147.25,0,227.25,42.13
447.tif,4,97.16,153.46,177.16,233.46
448.tif,3,184.54,199.32,256,256
449.tif,4,132.14,92.21,212.14,172.21
449.tif,4,0,15.01,55.23,95.01
450.tif,4,164.39,149.66,244.39,229.66
451.tif,4,0,208.37,77.1,256
451.tif,4,137.17,110.72,217.17,190.72
452.tif,4,124.16,138.24,204.16,218.24
452.tif,4,50.67,167.31,130.67,247.31
453.tif,2,97.82,33.99,177.82,113.99
453.tif,2,0,130.04,42.47,210.04
453.tif,2,18.92,60.39,98.92,140.39
454.tif,4,121.81,169.45,201.81,249.45
454.tif,1,165.73,168.4,245.73,248.39
455.tif,4,9.74,83.73,89.74,163.73
455.tif,1,0,203.85,42.64,256
456.tif,2,0,28.7,73.57,108.7
457.tif,4,36.92,18.18,116.92,98.18
457.tif,4,35.8,0,115.8,43.97
458.tif,1,142.44,10.1,222.44,90.1
459.tif,1,66.8,0,146.8,71.28
459.tif,1,32.34,25.89,112.34,105.89
460.tif,1,147.79,0,227.79,64.16
461.tif,2,0,0,77.68,61.51
462.tif,1,0,0,55.76,58.65
463.tif,4,0,75.17,54.27,155.17
464.tif,1,195.94,186.48,256,256
465.tif,1,6.62,213.82,86.62,256
466.tif,1,145.23,167.96,225.23,247.96
467.tif,2,149.03,120.31,229.03,200.3
468.tif,1,142.79,0,222.79,40.75
469.tif,1,10.06,13.47,90.06,93.47
470.tif,2,0,71.18,56.52,151.18
470.tif,2,95.47,78,175.47,158
471.tif,4,0,133.13,71.25,213.13
471.tif,2,13.55,0,93.55,72.5
472.tif,2,48.72,0,128.72,76.84
472.tif,2,150.32,105.25,230.32,185.25
473.tif,4,202.22,0,256,77.46
473.tif,2,138.41,0,218.41,60.73
473.tif,2,193.55,118.26,256,198.26
473.tif,1,75.84,93.48,155.84,173.48
474.tif,2,19.95,118.26,99.95,198.26
475.tif,2,52.02,162.25,132.02,242.25
475.tif,1,214.95,69.94,256,149.94
476.tif,1,0,159.15,50.92,239.15
476.tif,1,74.38,193.23,154.38,256
477.tif,4,0,0,62.5,42.62
478.tif,2,12.43,0,92.43,69.26
479.tif,4,139.29,10.33,219.29,90.33
479.tif,4,91.59,0,171.59,43.24
479.tif,1,186.99,1.65,256,81.65
480.tif,4,43.13,22.72,123.13,102.72
481.tif,4,175.46,78.28,255.46,158.28
482.tif,4,135.82,0,215.82,72.81
483.tif,4,157.42,163.38,237.42,243.38
484.tif,1,91.49,191.36,171.49,256
485.tif,4,174.18,171.17,254.18,251.17
485.tif,1,208.49,130.81,256,210.81
486.tif,1,71.95,172.75,151.95,252.75
487.tif,2,152.89,157.56,232.89,237.56
488.tif,2,0,144.66,44.21,224.65
488.tif,1,162.25,171.58,242.25,251.58
489.tif,2,145.25,120.53,225.25,200.53
489.tif,2,99.24,211.98,179.24,256
489.tif,2,88.02,116.6,168.02,196.6
490.tif,4,103.56,153.63,183.56,233.63
490.tif,1,109.73,41.43,189.73,121.43
491.tif,1,169.02,167.66,249.02,247.66
491.tif,1,111.24,163.73,191.24,243.73
491.tif,1,74.21,102.02,154.21,182.02
492.tif,1,189.72,0,256,51.6
493.tif,1,94.04,134.98,174.04,214.98
494.tif,4,155.49,36.91,235.49,116.91
494.tif,1,55.93,104.18,135.93,184.18
495.tif,4,206.16,0.61,256,80.61
496.tif,1,16.09,38.96,96.09,118.96
497.tif,4,175.16,50.39,255.16,130.39
498.tif,4,92.05,63.17,172.05,143.17
498.tif,4,80.62,114.3,160.62,194.3
498.tif,4,0,127.08,70.47,207.08
499.tif,2,141.92,75.51,221.92,155.51
499.tif,1,186.99,0,256,77.48
500.tif,4,0,95.67,71.53,175.67
500.tif,2,39.21,0,119.22,55.61
501.tif,2,117.02,74.35,197.02,154.35
501.tif,2,76.63,45.18,156.63,125.18
501.tif,2,21.09,73.79,101.09,153.79
502.tif,2,0,110.26,55.86,190.26
502.tif,2,8.4,164.12,88.4,244.12
503.tif,4,0,207.32,43.9,256
504.tif,4,166.58,89.1,246.58,169.1
505.tif,3,73.22,0,153.22,45.94
506.tif,4,0,96.06,58.31,176.06
507.tif,1,25.83,163.94,105.83,243.94
508.tif,3,171.15,144.29,251.15,224.29
509.tif,3,163.51,192.56,243.51,256
509.tif,3,61.38,187.8,141.38,256
510.tif,3,25.39,47.69,105.39,127.69
511.tif,3,65.17,212.45,145.17,256
511.tif,3,208.57,174.88,256,254.88
511.tif,3,113.85,32,193.85,112
512.tif,3,51,146.3,131,226.3
512.tif,3,180.64,99.74,256,179.74
513.tif,3,170.77,54.35,250.77,134.35
514.tif,3,61.87,148.54,141.87,228.54
515.tif,3,0,176.05,44.09,256
515.tif,3,0,64.93,74.26,144.93
515.tif,3,67.81,178.17,147.81,256
515.tif,3,125.49,86.63,205.49,166.62
516.tif,3,134.07,12.54,214.07,92.54
517.tif,3,185.11,41.23,256,121.23
518.tif,4,196.34,215.86,256,256
519.tif,4,101.74,28,181.74,108
519.tif,4,205.99,11.07,256,91.07
520.tif,4,152.13,0,232.13,63.02
521.tif,4,0,52.46,57.39,132.46
521.tif,4,110.21,210.68,190.21,256
522.tif,4,181,180.11,256,256
523.tif,4,184.7,61.16,256,141.16
524.tif,4,0,189.75,57.38,256
524.tif,4,8.08,108.26,88.08,188.26
524.tif,4,6.49,17.77,86.49,97.77
525.tif,4,130.61,141.3,210.61,221.3
525.tif,4,44.88,210.1,124.88,256
525.tif,4,214.75,86.8,256,166.8
526.tif,4,35.48,36.53,115.48,116.53
526.tif,4,119.08,0,199.08,69.96
526.tif,4,85.75,118.02,165.75,198.02
526.tif,4,185.23,73.57,256,153.57
527.tif,1,199.89,189.83,256,256
527.tif,1,213.11,68.65,256,148.65
528.tif,1,63.65,198.95,143.65,256
528.tif,1,98.78,84.7,178.78,164.7
528.tif,1,191.98,202.49,256,256
528.tif,1,77.25,153.65,157.25,233.65
529.tif,1,16.76,155.97,96.76,235.97
530.tif,1,178.77,0.64,256,80.64
531.tif,1,50.45,23.25,130.45,103.25
531.tif,1,40.35,0,120.35,58.65
531.tif,1,185.14,2.22,256,82.22
531.tif,1,31.95,54.45,111.95,134.45
531.tif,1,0,4.65,60.75,84.65
531.tif,1,121.36,5.22,201.36,85.22
531.tif,1,202.18,93.57,256,173.57
531.tif,1,100.55,85.75,180.55,165.75
532.tif,4,61.6,166.13,141.6,246.13
533.tif,4,177.44,172.21,256,252.21
533.tif,4,207.11,210.82,256,256
533.tif,1,72.94,72.19,152.94,152.19
534.tif,2,119.58,195.86,199.58,256
534.tif,2,137.98,151.36,217.98,231.37
534.tif,2,75.48,175.96,155.48,255.97
534.tif,2,173.28,189.56,253.28,256
535.tif,3,131.16,0,211.16,44.37
536.tif,4,194.25,146.23,256,226.23
536.tif,4,145.75,122.93,225.75,202.93
537.tif,4,189.7,199.96,256,256
537.tif,4,160.76,152.59,240.76,232.59
538.tif,4,95.06,177.35,175.06,256
539.tif,4,36.8,175.74,116.8,255.74
540.tif,4,0,163.14,48.86,243.14
541.tif,2,212.36,124.81,256,204.81
542.tif,2,14.39,197.86,94.39,256
543.tif,1,197.32,213.2,256,256
544.tif,2,73.15,144.22,153.15,224.22
544.tif,2,208.26,167,256,247
544.tif,2,0,129.28,56.59,209.28
545.tif,4,165.69,153.5,245.69,233.5
546.tif,4,174.26,7.67,254.26,87.67
546.tif,4,114.66,43.77,194.66,123.77
546.tif,4,76.86,15.37,156.86,95.37
546.tif,4,167.66,78.17,247.66,158.17
547.tif,4,14.8,46.5,94.8,126.5
548.tif,4,43.34,0,123.34,41.18
548.tif,4,0,0,58.39,58.09
548.tif,4,97.71,103.56,177.71,183.56
548.tif,4,0,17.19,44.29,97.19
548.tif,4,199.52,69.92,256,149.92
549.tif,4,77.36,23.85,157.36,103.85
550.tif,4,182.84,120.05,256,200.05
551.tif,4,10.24,12.65,90.24,92.65
551.tif,4,16.84,108.85,96.84,188.85
551.tif,4,145.07,98.99,225.07,178.99
551.tif,3,70.79,96.34,150.79,176.34
551.tif,3,81.89,149.97,161.9,229.97
552.tif,4,194.95,43.83,256,123.83
552.tif,4,124.55,0,204.55,46.23
552.tif,2,60.24,151.26,140.24,231.26
553.tif,4,124.23,9.04,204.23,89.05
553.tif,4,11.5,14.56,91.5,94.56
554.tif,4,76.63,166.58,156.63,246.58
555.tif,4,81.38,88.04,161.38,168.04
555.tif,4,140.35,126.6,220.35,206.6
555.tif,4,20.25,0,100.25,71.5
555.tif,4,105.53,61.54,185.53,141.54
555.tif,4,82.79,140.64,162.79,220.64
555.tif,4,64.45,0,144.46,53.8
556.tif,3,49.32,109.05,129.32,189.06
557.tif,1,212.94,87.97,256,167.97
558.tif,1,9.47,14.9,89.46,94.9
559.tif,2,212.43,20.75,256,100.75
559.tif,2,206.71,0,256,46.84
559.tif,2,153.13,7.24,233.13,87.24
559.tif,2,28.3,49.26,108.3,129.26
560.tif,2,34.63,10.09,114.63,90.09
561.tif,2,191.47,0,256,49.35
562.tif,2,213.43,127.38,256,207.38
563.tif,2,163.78,152.15,243.78,232.15
563.tif,2,95.3,73.98,175.3,153.98
563.tif,2,167.62,0,247.62,48.97
564.tif,2,0,128.95,68.79,208.95
564.tif,2,28.93,197.61,108.93,256
565.tif,2,111.66,0,191.66,55.67
566.tif,4,150.82,129.4,230.83,209.4
567.tif,1,175.39,197.91,255.39,256
568.tif,1,0,197.73,75.49,256
569.tif,3,152.3,199.42,232.3,256
570.tif,2,0,199.02,77.7,256
571.tif,3,215.99,187.51,256,256
571.tif,3,202.78,146.23,256,226.24
571.tif,3,50.97,157.73,130.98,237.73
572.tif,3,133.03,134.66,213.03,214.66
572.tif,3,133.64,198.19,213.64,256
573.tif,4,164.66,200.24,244.66,256
574.tif,4,173.55,205.92,253.55,256
574.tif,4,100.16,156.14,180.16,236.14
574.tif,4,83.5,186.72,163.5,256
575.tif,4,0,191.32,54.11,256
575.tif,4,0,169.02,74.55,249.02
575.tif,4,170.37,144.63,250.37,224.64
575.tif,4,0,123.32,58.95,203.32
575.tif,4,0,98.22,40.45,178.22
575.tif,4,26.21,144.69,106.22,224.69
575.tif,4,89.49,10.18,169.49,90.18
576.tif,4,84.72,144.97,164.72,224.97
576.tif,2,151.88,211.34,231.88,256
576.tif,2,207.62,143.68,256,223.68
576.tif,2,159.02,136.38,239.02,216.38
576.tif,2,91.71,62.04,171.71,142.04
576.tif,2,193.74,61.73,256,141.73
576.tif,2,38.44,192.04,118.44,256
577.tif,2,86.1,109.19,166.1,189.19
577.tif,2,0,97.25,44.2,177.25
578.tif,4,0,187.41,61.3,256
578.tif,4,0,126.61,47.8,206.61
578.tif,4,0,154.31,78.3,234.32
579.tif,1,107.98,203.39,187.97,256
579.tif,1,0,212.2,60.74,256
579.tif,1,136.09,173.73,216.09,253.73
579.tif,1,163.37,146.52,243.37,226.52
580.tif,1,158.61,204.85,238.61,256
581.tif,1,0,114.79,59.74,194.79
581.tif,1,180.12,122.09,256,202.09
581.tif,1,23.26,165.02,103.26,245.02
581.tif,1,144.47,201.1,224.47,256
582.tif,1,0,74.97,70.78,154.97
582.tif,1,0,17.08,60.23,97.08
582.tif,1,171.05,212.16,251.05,256
582.tif,1,42.87,64.86,122.87,144.86
583.tif,1,7.79,131.57,87.79,211.57
583.tif,1,133.59,79.97,213.59,159.97
583.tif,1,120.39,43.97,200.39,123.97
583.tif,1,76.49,0,156.49,75.37
584.tif,1,0,4.51,56.07,84.51
585.tif,2,165.95,105.36,245.95,185.36
585.tif,2,172.84,75.57,252.84,155.57
585.tif,1,213.26,18.7,256,98.7
585.tif,1,135.9,68.34,215.9,148.34
586.tif,2,206.43,51.74,256,131.74
587.tif,3,178.41,44.22,256,124.22
587.tif,3,161.89,0,241.89,66.93
588.tif,4,2.66,43.2,82.66,123.2
588.tif,4,13.78,0,93.78,54.3
589.tif,4,116.9,76.42,196.9,156.42
590.tif,4,0,69.28,78.47,149.28
590.tif,4,73.07,0,153.07,72.18
590.tif,4,0,0,61.55,77.63
590.tif,4,72.48,115.05,152.48,195.05
590.tif,4,0,123.59,62.08,203.59
590.tif,3,123.24,0,203.24,55.33
591.tif,2,205.57,65.06,256,145.06
591.tif,2,0,38.77,78.09,118.77
591.tif,2,30.87,89.27,110.87,169.27
591.tif,2,96.27,31.83,176.27,111.83
592.tif,4,57.47,83.06,137.47,163.06
592.tif,2,14.27,35.26,94.27,115.26
592.tif,2,53.86,0,133.86,44.35
592.tif,1,0,166.46,47.17,246.46
593.tif,3,24.14,15.26,104.14,95.26
594.tif,3,1.48,11.16,81.48,91.16
594.tif,3,95.51,0,175.51,74.33
594.tif,2,82.28,27.14,162.28,107.14
594.tif,1,37.66,63.45,117.66,143.45
594.tif,1,26.76,99.35,106.76,179.35
595.tif,4,45.79,27.1,125.79,107.1
595.tif,4,2.49,5.47,82.49,85.47
595.tif,4,0,0,43.38,76.29
595.tif,4,127.43,0,207.43,77.38
595.tif,4,179.39,66.76,256,146.76
595.tif,4,101.84,39.25,181.84,119.25
595.tif,3,41.41,76.72,121.41,156.72
595.tif,3,81.54,83.87,161.54,163.87
595.tif,3,58.86,109.6,138.86,189.6
595.tif,3,0,109.34,75.5,189.35
596.tif,4,0,7.06,50.35,87.06
597.tif,4,95.26,103.44,175.26,183.45
597.tif,4,213.76,0,256,47.84
597.tif,4,49.96,114.54,129.96,194.54
598.tif,4,211.23,26.01,256,106.01
598.tif,4,49.15,5.63,129.15,85.63
598.tif,4,14,0,94,49.43
598.tif,4,100.74,13.17,180.74,93.18
598.tif,4,125.45,0,205.45,41.02
599.tif,4,25.05,0,105.05,44.02
599.tif,4,92.06,16.92,172.06,96.92
599.tif,4,23.04,49.77,103.04,129.77
600.tif,1,215.27,111.79,256,191.79
601.tif,4,9.51,23.29,89.51,103.3
601.tif,4,66.01,51.5,146.01,131.5
601.tif,4,0,163.89,48.71,243.9
601.tif,2,51.06,198.66,131.06,256
602.tif,2,166.42,4.14,246.42,84.14
603.tif,2,77.36,8.32,157.36,88.32
603.tif,2,142.23,40.97,222.23,120.97
603.tif,2,183.92,10.38,256,90.38
603.tif,2,34.7,18.93,114.7,98.93
603.tif,2,68.25,0,148.25,46.09
604.tif,4,16.03,0,96.03,42.07
605.tif,4,97.1,0.31,177.1,80.31
605.tif,1,153.67,52.45,233.67,132.45
606.tif,4,0,16.46,53.54,96.46
606.tif,4,68.5,0,148.5,52.21
606.tif,4,105.98,49.86,185.98,129.86
606.tif,1,27.41,40.69,107.41,120.69
607.tif,1,207.37,0,256,71.18
608.tif,1,30.83,35.62,110.83,115.62
608.tif,1,62.46,16.34,142.46,96.34
609.tif,1,33.49,66.4,113.49,146.4
610.tif,1,154.34,9.07,234.34,89.07
611.tif,1,153.09,47.89,233.09,127.89
611.tif,1,28.58,0,108.58,72.97
611.tif,1,10.99,98.7,90.99,178.7
611.tif,1,98.13,7.72,178.13,87.72
611.tif,1,0,62.73,64.32,142.73
612.tif,2,0,90.1,50.28,170.1
612.tif,2,42.92,32.26,122.92,112.26
613.tif,2,67.78,0,147.78,48.47
614.tif,2,144.9,0,224.9,41.42
614.tif,1,0,4.25,76,84.25
614.tif,1,0,65.34,66.3,145.34
615.tif,1,94.05,210.61,174.05,256
616.tif,1,118.05,0.81,198.05,80.81
616.tif,1,175.95,79.71,255.95,159.71
617.tif,4,118.13,57.61,198.14,137.61
618.tif,1,0,163.44,59.61,243.45
619.tif,1,9.76,194.42,89.76,256
620.tif,1,45.45,211.88,125.45,256
621.tif,1,121.18,71.24,201.18,151.24
622.tif,2,44.57,117.8,124.57,197.8
622.tif,1,47.22,198.77,127.22,256
623.tif,4,139.52,180.25,219.52,256
623.tif,4,167.57,58.01,247.57,138.01
624.tif,4,0,96.11,64.6,176.11
624.tif,1,197.32,61.71,256,141.71
625.tif,1,205.37,135.79,256,215.8
626.tif,2,196.14,135.38,256,215.38
627.tif,2,34.34,135.91,114.34,215.91
627.tif,2,0,184.6,46.07,256
627.tif,2,151.81,87.76,231.81,167.76
628.tif,4,20.17,5.74,100.17,85.74
628.tif,4,0,85.11,59.95,165.11
629.tif,1,141.55,197.05,221.55,256
629.tif,1,99.21,195.99,179.21,256
630.tif,4,201.87,0,256,75.03
630.tif,2,69.05,15.14,149.05,95.14
631.tif,4,150.13,7.31,230.13,87.32
632.tif,4,99.57,175.64,179.57,255.64
633.tif,2,0,28.65,48.75,108.65
633.tif,2,11.61,3.25,91.62,83.25
633.tif,2,32.25,100.09,112.25,180.09
634.tif,1,205.41,73.1,256,153.1
634.tif,1,163.07,36.59,243.07,116.59
635.tif,4,73.76,1.66,153.76,81.67
635.tif,1,0,0,53.75,55.21
636.tif,4,0,0,60.4,66.59
636.tif,4,53.42,41.09,133.42,121.09
637.tif,2,47.31,116.47,127.31,196.47
638.tif,2,170.19,169.91,250.19,249.92
639.tif,2,126.68,0,206.68,46.83
640.tif,2,0,171.21,40.93,251.21
641.tif,2,77.76,66.55,157.76,146.55
641.tif,2,80.93,0,160.94,51.83
641.tif,2,65.59,161.8,145.59,241.8
642.tif,2,75.76,25.8,155.76,105.8
642.tif,2,141.38,35.86,221.38,115.86
642.tif,2,205.41,33.21,256,113.21
643.tif,2,88.05,133.22,168.05,213.23
643.tif,2,45.19,84.54,125.19,164.54
644.tif,2,0,144.45,48.28,224.46
645.tif,1,177.46,20.77,256,100.77
646.tif,3,33.41,113.9,113.41,193.9
646.tif,1,73.99,0,153.99,59.07
647.tif,3,30.88,182.69,110.88,256
648.tif,3,5.86,198.63,85.86,256
649.tif,3,0,138.97,49.44,218.97
650.tif,4,136.62,0,216.62,72.82
651.tif,4,2.85,0,82.85,63.83
652.tif,4,8.8,73.15,88.8,153.15
652.tif,4,77.06,0,157.06,59.49
652.tif,3,81.82,102.78,161.83,182.78
652.tif,3,95.58,55.68,175.58,135.69
652.tif,3,157.5,127.12,237.5,207.12
653.tif,4,179.88,28.09,256,108.09
654.tif,4,6.92,46.28,86.92,126.28
655.tif,4,166.63,150.74,246.63,230.74
655.tif,4,150.05,190.65,230.05,256
656.tif,4,2.3,163.72,82.3,243.72
657.tif,4,19.11,160.28,99.11,240.28
658.tif,4,170.77,209.29,250.77,256
659.tif,4,12.57,186.29,92.57,256
659.tif,1,24.17,118.99,104.18,199
660.tif,2,66.72,198.39,146.72,256
661.tif,2,131.97,208.23,211.97,256
661.tif,2,93.12,129.59,173.12,209.59
662.tif,4,0,163.82,66.39,243.82
663.tif,4,35.33,185.38,115.33,256
664.tif,1,148.3,130.65,228.3,210.65
665.tif,1,0,141.97,54.05,221.97
665.tif,1,7.38,106.39,87.37,186.39
666.tif,2,55.89,72.82,135.89,152.82
667.tif,2,0,201.45,78.85,256
667.tif,2,49.85,162.3,129.85,242.3
667.tif,2,0,139.73,52.82,219.73
